ID Institution,Institution,ID Stage 1a,Stage 1a,ID Stage 1b,Stage 1b,ID Stage 2,Stage 2,Avg efectiveness,Avg overcoming,Avg initiative,Avg integration,Avg improvement,Avg fairness,Avg sned_score
1,LICEO POLITECNICO ARICA,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,41.494972229003906,51.52108383178711,87.83636474609375,76.08333587646484,92.3456802368164,92.95315551757812,61.14999771118164
2,PARVULARIO LAS ESPIGUITAS,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,56.50051498413086,49.40253448486328,91.75454711914062,70.69999694824219,92.59259033203125,96.89556121826172,66.94705200195312
3,ESC. PEDRO VICENTE GUTIERREZ TORRES,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,0.0,0.0,92.59259033203125,95.27359771728516,54.05585479736328
4,LICEO OCTAVIO PALMA PEREZ,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,67.42762756347656,44.22957992553711,100.0,96.66666412353516,92.59259033203125,97.72846221923828,71.51795196533203
5,JOVINA NARANJO FERNANDEZ,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,70.26982879638672,53.75154113769531,93.25,62.5,74.0740737915039,96.67619323730469,72.5205078125
7,L. POLI. ANTONIO VARAS DE LA BARRA,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,42.54859161376953,45.773216247558594,89.66363525390625,67.58333587646484,92.59259033203125,94.23423767089844,59.90184783935547
8,COLEGIO INTEGRADO EDUARDO FREI MONTALVA,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,47.0230827331543,40.71669387817383,0.0,0.0,81.48148345947266,93.13081359863281,50.917625427246094
9,ESCUELA REPUBLICA DE ISRAEL,1,Urbana,1,Básica urbana,11,Básica urbana grupo 1,61.99039840698242,43.91407775878906,98.0999984741211,100.0,92.59259033203125,97.78878021240234,69.48377227783203
10,ESCUELA REPUBLICA DE FRANCIA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,47.116058349609375,40.79835510253906,0.0,0.0,81.48148345947266,95.71431732177734,51.54326248168945
11,ESC. GRAL. PEDRO LAGOS MARCHANT,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,64.64628601074219,64.13479614257812,93.69999694824219,93.5,91.6429214477539,96.1495132446289,75.15962219238281
12,ESCUELA GRAL JOSE MIGUEL CARRERA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,67.81993865966797,49.540260314941406,100.0,87.5,92.43329620361328,97.0906753540039,72.54826354980469
13,ESCUELA MANUEL RODRIGUEZ ERDOYZA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,53.64030456542969,54.03628158569336,85.3499984741211,74.5,81.48148345947266,97.4794921875,66.89818572998047
14,ESCUELA ROMULO J. PENA MATURANA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,51.445899963378906,50.874595642089844,92.05000305175781,73.5,100.0,95.4832534790039,65.48418426513672
15,LICEO ARTISTICO DR. JUAN NOE CREVANI,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,43.87574005126953,42.914764404296875,95.69999694824219,82.5,74.0740737915039,92.86285400390625,60.028465270996094
16,ESCUELA REGIMIENTO RANCAGUA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,49.703102111816406,51.134376525878906,92.25,70.0,100.0,94.58538055419922,64.55155944824219
17,ESCUELA SUBTTE. LUIS CRUZ MARTINEZ,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,58.19053268432617,47.43616485595703,97.8499984741211,73.5,100.0,96.8138427734375,67.65766906738281
18,ESC. COMTE. JUAN JOSE SAN MARTIN,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,50.65544509887695,46.18475341796875,0.0,0.0,92.59259033203125,96.4164047241211,54.73770523071289
19,ESC. HUMBERTO VALENZUELA GARCIA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,57.749446868896484,52.70327377319336,96.69999694824219,82.66666412353516,74.0740737915039,97.3314437866211,68.95394134521484
20,ESCUELA TUCAPEL,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,59.5512580871582,51.50912094116211,83.4800033569336,60.83333206176758,100.0,96.5494384765625,67.74786376953125
22,ESCUELA GABRIELA MISTRAL,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,55.132545471191406,53.8827018737793,92.8499984741211,54.83333206176758,99.92517852783203,96.62400817871094,67.05464935302734
25,COLEGIO CENTENARIO DE ARICA,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,51.11922073364258,32.049861907958984,0.0,0.0,99.4632339477539,95.4578857421875,50.878074645996094
26,ESCUELA REPUBLICA DE ARGENTINA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,64.00381469726562,64.84686279296875,92.12000274658203,76.16666412353516,92.59259033203125,96.22274017333984,74.1949234008789
27,ESCUELA ESMERALDA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,48.228416442871094,49.886356353759766,0.0,0.0,92.59259033203125,95.82106018066406,54.74517822265625
28,ESCUELA RICARDO SILVA ARRIAGADA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,70.03681945800781,44.8752555847168,100.0,96.16666412353516,100.0,97.575439453125,72.75362396240234
29,ESCUELA AMERICA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,53.19821548461914,49.07010269165039,97.0,72.91666412353516,92.48523712158203,95.66947174072266,65.7857894897461
30,ESCUELA DR. RICARDO OLEA GUERRA,3,Educación especial,5,Educación especial,51,Educación especial grupo 1,,,85.5,91.25,92.59259033203125,98.09200286865234,94.64169311523438
31,ESCUELA DARIO SALAS DIAZ,2,Rural,3,Básica rural,21,Básica rural grupo 1,64.58370971679688,51.178199768066406,94.6500015258789,81.0,92.59259033203125,97.52726745605469,71.2627182006836
32,LICEO AGRICOLA JOSE ABELARDO NUNEZ M.,2,Rural,4,Media rural (con o sin básica),41,Media rural (con o sin básica) grupo 1,53.14413833618164,45.06365966796875,94.45454406738281,83.5,92.59259033203125,96.0297622680664,65.1018295288086
33,ESCUELA CARLOS CONDELL DE LA HAZA,2,Rural,3,Básica rural,21,Básica rural grupo 1,62.02141189575195,60.17184066772461,91.62999725341797,56.58333206176758,92.59259033203125,97.36361694335938,71.39485168457031
35,ESCUELA GRAL. MANUEL BAQUEDANO,2,Rural,3,Básica rural,21,Básica rural grupo 1,57.873802185058594,49.16796112060547,68.11111450195312,56.29999923706055,92.59259033203125,96.18620300292969,65.09481811523438
36,ESCUELA IGNACIO CARRERA PINTO,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,52.57378005981445,41.407508850097656,96.55000305175781,90.0,92.59259033203125,97.97565460205078,64.74589538574219
38,ESCUELA ESPAÑA,2,Rural,3,Básica rural,21,Básica rural grupo 1,58.42259216308594,36.963199615478516,95.87000274658203,95.16666412353516,92.59259033203125,97.86187744140625,65.8580551147461
39,ESCUELA PAMPA ALGODONAL,2,Rural,3,Básica rural,21,Básica rural grupo 1,39.780250549316406,49.16115188598633,0.0,0.0,92.59259033203125,94.37641906738281,51.098480224609375
41,ESCUELA VALLE DE CHACA,2,Rural,3,Básica rural,21,Básica rural grupo 1,68.98797607421875,49.16115188598633,67.86666870117188,68.0,92.59259033203125,96.96685791015625,69.94723510742188
42,ESCUELA MOLINOS LLUTA,2,Rural,3,Básica rural,21,Básica rural grupo 1,34.349609375,49.125396728515625,69.94999694824219,55.400001525878906,100.0,95.6608657836914,56.47685623168945
43,JARDIN INFANTIL CEPILLIN,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,56.50051498413086,49.40253448486328,0.0,0.0,92.59259033203125,95.52092742919922,57.60435485839844
45,COLEGIO ITALIANO SANTA ANA,1,Urbana,2,Media urbana (con o sin básica),31,Media urbana (con o sin básica) grupo 1,67.19464874267578,51.28912353515625,75.66999816894531,57.0,92.59259033203125,96.44955444335938,69.68392944335938
46,JARDIN INFANTIL SAN ANDRES,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,56.50051498413086,49.40253448486328,75.33636474609375,90.69999694824219,92.59259033203125,95.52092742919922,66.65953826904297
49,JARDIN INFANTIL PADRE LUIS GALLARDO,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,56.50051498413086,49.40253448486328,0.0,0.0,92.59259033203125,93.24662017822266,57.104007720947266
50,COLEGIO ADVENTISTA DE ARICA,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,75.66990661621094,47.344207763671875,99.1500015258789,89.0,92.59259033203125,97.8095932006836,75.02320861816406
51,ESCUELA PARTICULAR REPÚBLICA DEL ECUADOR,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,36.518821716308594,49.40253448486328,0.0,0.0,74.0740737915039,94.16189575195312,49.54177474975586
52,LICEO DOMINGO SANTA MARIA,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,75.65526580810547,43.43983840942383,99.2272720336914,99.33333587646484,92.59259033203125,96.10779571533203,74.07147216796875
55,JARDIN INFANTIL MONTESSORI GARDEN,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,56.50051498413086,49.40253448486328,96.11817932128906,98.19999694824219,92.59259033203125,97.04918670654297,68.61766815185547
56,COLEGIO SAN MARCOS DE ARICA,1,Urbana,2,Media urbana (con o sin básica),31,Media urbana (con o sin básica) grupo 1,78.54878234863281,49.377506256103516,89.25,69.0,81.48148345947266,96.16471099853516,74.4796142578125
58,JARDIN INFANTIL PETETE J.M. BORGOÐO,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,56.50051498413086,49.40253448486328,0.0,0.0,100.0,95.52092742919922,57.75250244140625
60,COLEGIO ALEMAN DE ARICA,1,Urbana,2,Media urbana (con o sin básica),31,Media urbana (con o sin básica) grupo 1,65.46255493164062,42.84663009643555,83.0999984741211,52.75,92.0116195678711,96.52821350097656,66.91814422607422
66,JARDIN INFANTIL PLUTO,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,56.50051498413086,49.40253448486328,0.0,0.0,74.0740737915039,95.52092742919922,57.233985900878906
67,ABRAHAM LINCOLN SCHOOL,1,Urbana,2,Media urbana (con o sin básica),31,Media urbana (con o sin básica) grupo 1,74.25182342529297,46.032779693603516,77.7300033569336,51.08333206176758,100.0,97.27543640136719,70.98091888427734
70,ESCUELA VALLE DE ESQUINA,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,0.0,0.0,92.59259033203125,97.84908294677734,54.62246322631836
72,LICEO  VALLE DE CODPA,2,Rural,4,Media rural (con o sin básica),41,Media rural (con o sin básica) grupo 1,43.516117095947266,49.00991439819336,0.0,0.0,92.59259033203125,91.6764144897461,51.84440231323242
73,ESCUELA VALLE DE COBIJA,2,Rural,3,Básica rural,21,Básica rural grupo 1,53.133689880371094,49.125396728515625,0.0,0.0,92.59259033203125,97.84908294677734,56.79322814941406
74,ESCUELA VALLE DE CAMARONES,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,0.0,0.0,92.59259033203125,94.39974212646484,53.86360549926758
75,ESCUELA VALLE DE GUANACAGUA,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,0.0,0.0,92.59259033203125,92.88924407958984,53.53129577636719
76,ESCUELA VALLE DE CUYA,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,61.42222213745117,62.25,92.59259033203125,93.11400604248047,60.378578186035156
78,LICEO GRANADEROS,2,Rural,4,Media rural (con o sin básica),41,Media rural (con o sin básica) grupo 1,53.14051055908203,52.390254974365234,0.0,0.0,74.0740737915039,93.92887878417969,56.47709655761719
79,ESCUELA EL MARQUEZ,2,Rural,3,Básica rural,21,Básica rural grupo 1,52.18080520629883,48.101585388183594,0.0,0.0,100.0,96.45136260986328,55.99464416503906
81,ESCUELA PAYACHATAS,2,Rural,3,Básica rural,21,Básica rural grupo 1,36.171539306640625,49.16115188598633,0.0,0.0,100.0,97.84908294677734,50.67538833618164
82,ESCUELA SAN FRANCISCO DE ASIS,2,Rural,3,Básica rural,21,Básica rural grupo 1,53.133689880371094,49.125396728515625,70.74444580078125,59.25,100.0,92.2911148071289,62.92578887939453
83,ESCUELA COTA COTANI,2,Rural,3,Básica rural,21,Básica rural grupo 1,62.911216735839844,49.1356201171875,0.0,0.0,100.0,97.84908294677734,60.561920166015625
84,ESCUELA LOS ALAMOS,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,38.96666717529297,33.599998474121094,100.0,97.84908294677734,58.788612365722656
86,ESCUELA SAN SANTIAGO DE BELEN,2,Rural,3,Básica rural,21,Básica rural grupo 1,58.01421356201172,49.16115188598633,0.0,0.0,100.0,96.91911315917969,58.55258560180664
87,ESCUELA ANCOLACANE,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,0.0,0.0,74.0740737915039,92.2692642211914,53.024532318115234
88,ESCUELA ALCERRECA,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,0.0,0.0,92.59259033203125,91.59085083007812,53.24565124511719
89,ESCUELA HUMAPALCA,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,0.0,0.0,92.59259033203125,88.1773910522461,52.49468994140625
90,ESCUELA INTERNADO VISVIRI,2,Rural,3,Básica rural,21,Básica rural grupo 1,41.27561950683594,48.975704193115234,0.0,0.0,100.0,94.41902923583984,51.757362365722656
91,ESCUELA COSAPILLA,2,Rural,3,Básica rural,21,Básica rural grupo 1,22.99149513244629,49.16115188598633,0.0,0.0,92.59259033203125,94.1056900024414,44.82707977294922
92,ESCUELA CHISLLUMA,2,Rural,3,Básica rural,21,Básica rural grupo 1,42.89271545410156,49.16115188598633,0.0,0.0,92.59259033203125,97.84908294677734,53.014076232910156
93,ESCUELA CHUJLLUTA,2,Rural,3,Básica rural,21,Básica rural grupo 1,12.400670051574707,49.16115188598633,0.0,0.0,92.59259033203125,89.92060852050781,39.987754821777344
94,ESCUELA GUACOYO,2,Rural,3,Básica rural,21,Básica rural grupo 1,64.44994354248047,49.16115188598633,0.0,0.0,92.59259033203125,89.81525421142578,59.222808837890625
95,ESCUELA COLPITAS,2,Rural,3,Básica rural,21,Básica rural grupo 1,47.25902557373047,49.1356201171875,0.0,0.0,92.59259033203125,97.84908294677734,54.62246322631836
97,INST. COM. DE IQUIQUE BALDOMERO WOLNITZKY,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,49.97433090209961,49.02915573120117,84.68181610107422,57.66666793823242,92.59259033203125,91.52476501464844,62.17020797729492
102,ESC.EDUC.ESPECIAL FLOR DEL INCA,3,Educación especial,5,Educación especial,51,Educación especial grupo 1,,,97.0,97.5,92.59259033203125,98.09200286865234,97.5059814453125
103,ESC.EDUC.GRAL.BAS.Y DES.ART.VIOLETA PARRA,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,47.81869125366211,47.37478256225586,0.0,0.0,81.48148345947266,96.00894927978516,53.70945358276367
105,CENTRO DE CAPACITACION LABORAL,3,Educación especial,5,Educación especial,51,Educación especial grupo 1,,,100.0,100.0,100.0,98.09200286865234,98.80068969726562
106,INSTITUTO DEL MAR ALMIRANTE CARLOS CONDEL,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,52.07225799560547,53.79005432128906,81.61817932128906,67.83333587646484,92.40265655517578,92.10316467285156,64.72745513916016
107,LICEO LIBERT. GRAL.BERNARDO O´HIGGINS,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,53.77323913574219,28.522296905517578,79.93000030517578,42.41666793823242,92.43827056884766,94.49075317382812,57.43570327758789
108,LICEO POLITEC. JOSE GUTIERREZ DE LA FUEN,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,38.09575271606445,46.094058990478516,0.0,0.0,92.59259033203125,90.35697174072266,48.732147216796875
109,LICEO ELENA DUVAUCHELLE CABEZON,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,42.32034683227539,42.658851623535156,67.79090881347656,31.75,100.0,90.49871063232422,55.16767883300781
110,LICEO BICENTENARIO DOMINGO SANTA MARIA DE IQQ.,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,64.83360290527344,44.916412353515625,70.48999786376953,39.41666793823242,92.59259033203125,96.39297485351562,65.82357025146484
111,ESCUELA GABRIELA MISTRAL,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,56.03970718383789,50.114356994628906,90.23999786376953,91.66666412353516,73.85936737060547,96.54022216796875,67.48048400878906
112,ESCUELA EDUARDO LLANOS,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,55.05094909667969,49.3348274230957,96.02999877929688,96.66666412353516,92.08610534667969,95.79652404785156,67.69469451904297
113,ESCUELA ALMIRANTE PATRICIO LYNCH,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,48.78177261352539,46.817073822021484,76.91000366210938,22.0,100.0,95.0201187133789,59.777061462402344
114,ESCUELA PLACIDO VILLARROEL,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,53.03150177001953,50.163414001464844,81.69999694824219,71.16666412353516,74.0740737915039,95.63755798339844,64.64949035644531
116,COLEGIO REPUBLICA DE CROACIA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,49.77237319946289,47.19365310668945,79.0999984741211,43.75,92.59259033203125,95.75699615478516,61.48189163208008
117,ESCUELA PAULA JARAQUEMADA ALQUIZAR,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,53.33265686035156,47.135833740234375,100.0,95.5,100.0,96.47212982177734,66.92998504638672
119,ESCUELA CENTENARIO,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,46.77662658691406,49.17112350463867,74.54000091552734,38.66666793823242,92.59259033203125,95.18732452392578,60.27406311035156
122,ESCUELA THILDA PORTILLO OLIVARES,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,60.529449462890625,52.717613220214844,82.9800033569336,61.16666793823242,100.0,96.04144287109375,68.32308197021484
123,COLEGIO ESPANA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,48.33769226074219,45.34798812866211,98.80000305175781,83.33333587646484,91.84436798095703,96.11193084716797,63.65856170654297
124,LICEO LUIS CRUZ MARTINEZ,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,45.99446105957031,43.15411376953125,89.79090881347656,57.83333206176758,92.3456802368164,94.45582580566406,60.00741958618164
125,ESCUELA PROFESOR MANUEL CASTRO RAMOS,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,54.24227523803711,35.37576675415039,94.62999725341797,92.25,99.92034912109375,95.10551452636719,63.18677520751953
126,COLEGIO REPUBLICA DE ITALIA,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,42.645320892333984,44.69668197631836,88.75,69.83333587646484,92.59259033203125,95.61849975585938,59.99842834472656
127,LICEO MARIA AUXILIADORA,1,Urbana,2,Media urbana (con o sin básica),31,Media urbana (con o sin básica) grupo 1,78.15565490722656,44.18680953979492,80.05000305175781,95.0,92.59259033203125,97.24079132080078,74.08772277832031
129,LICEO SUPERIOR GABRIELA MISTRAL,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,54.16776657104492,62.83219528198242,0.0,0.0,92.59259033203125,90.91608428955078,59.48847961425781
130,COLEGIO NORTH COLLEGE,1,Urbana,2,Media urbana (con o sin básica),31,Media urbana (con o sin básica) grupo 1,68.45673370361328,45.541038513183594,35.97999954223633,41.5,92.59259033203125,96.6710205078125,65.43376159667969
131,LICEO PARTICULAR MIXTO ESCASCE,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,54.834716796875,43.22774124145508,0.0,0.0,92.59259033203125,95.46826171875,55.24748229980469
132,LICEO ACADEMIA IQUIQUE,1,Urbana,2,Media urbana (con o sin básica),31,Media urbana (con o sin básica) grupo 1,82.04478454589844,46.809661865234375,73.68000030517578,52.83333206176758,100.0,97.1007080078125,73.88789367675781
133,COLEGIO ADVENTISTA DE IQUIQUE,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,63.668540954589844,55.34052658081055,88.5,57.83333206176758,92.59259033203125,96.42955017089844,70.32072448730469
134,LICEO ATENEA,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,48.60599136352539,39.79042434692383,0.0,0.0,92.30210876464844,92.9031753540039,51.410274505615234
139,JARDIN INFANTIL CONEJITO,1,Urbana,1,Básica urbana,11,Básica urbana grupo 1,63.55256271362305,45.63209533691406,0.0,0.0,92.59259033203125,95.52092742919922,59.15789031982422
144,COLEGIO IQUIQUE YOUNG SCHOOL,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,52.23891067504883,41.97880935668945,0.0,0.0,81.15225982666016,95.35408782958984,53.683406829833984
154,ESCUELA BASICA FRONTERIZA,2,Rural,3,Básica rural,22,Básica rural grupo 2,43.83221435546875,48.101585388183594,0.0,0.0,81.48148345947266,92.57466125488281,51.68241882324219
156,ESCUELA PISAGUA,2,Rural,3,Básica rural,22,Básica rural grupo 2,46.404327392578125,48.631370544433594,44.96666717529297,36.599998474121094,92.59259033203125,92.8761215209961,57.59898376464844
158,ESCUELA CHIAPA,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,17.55555534362793,8.5,100.0,97.84908294677734,57.558143615722656
159,ESCUELA JAINA,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,47.75555419921875,44.5,100.0,95.72343444824219,60.70249938964844
160,ESCUELA PACHICA,2,Rural,3,Básica rural,22,Básica rural grupo 2,50.72978973388672,48.631370544433594,64.14444732666016,39.20000076293945,100.0,96.20146179199219,61.35979461669922
161,LICEO DE HUARA,2,Rural,3,Básica rural,21,Básica rural grupo 1,44.14693832397461,37.54606246948242,80.59091186523438,61.33333206176758,100.0,96.47334289550781,57.97351837158203
162,ESCUELA SIBAYA,2,Rural,3,Básica rural,22,Básica rural grupo 2,77.88262939453125,49.16115188598633,38.588890075683594,34.599998474121094,100.0,95.77681732177734,69.69792938232422
165,ESCUELA CHUSMIZA,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,0.0,0.0,92.59259033203125,97.84908294677734,55.931663513183594
167,ESCUELA CAMINA,2,Rural,3,Básica rural,22,Básica rural grupo 2,67.42093658447266,50.843841552734375,73.33000183105469,61.16666793823242,74.0740737915039,95.73262786865234,69.18281555175781
168,ESCUELA CUISAMA,2,Rural,3,Básica rural,22,Básica rural grupo 2,36.905513763427734,47.90637969970703,59.16666793823242,9.5,92.59259033203125,97.84908294677734,54.472476959228516
169,ESCUELA QUISTAGAMA,2,Rural,3,Básica rural,21,Básica rural grupo 1,31.948604583740234,49.16115188598633,61.27777862548828,26.25,92.59259033203125,95.3691635131836,53.40834045410156
170,ESCUELA NAMA,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,0.0,0.0,92.59259033203125,97.84908294677734,55.931663513183594
171,ESCUELA APAMILCA,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,0.0,0.0,92.59259033203125,94.87317657470703,55.27696228027344
172,ESCUELA CHAPIQUILTA,2,Rural,3,Básica rural,22,Básica rural grupo 2,57.41911315917969,47.90637969970703,59.64444351196289,9.5,92.59259033203125,97.84908294677734,62.0911750793457
173,ESCUELA MOQUELLA,2,Rural,3,Básica rural,22,Básica rural grupo 2,62.461551666259766,49.16115188598633,66.77777862548828,15.333333015441895,92.59259033203125,96.415283203125,64.71244049072266
174,ESCUELA FRANCIA,2,Rural,3,Básica rural,22,Básica rural grupo 2,63.603271484375,49.16115188598633,48.44444274902344,11.5,92.59259033203125,97.84908294677734,64.15865325927734
175,ESCUELA YALA YALA,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,0.0,0.0,92.59259033203125,97.84908294677734,55.931663513183594
177,ESCUELA BASICA CARIQUIMA,2,Rural,3,Básica rural,21,Básica rural grupo 1,55.969486236572266,48.101585388183594,0.0,0.0,44.44444274902344,92.54994201660156,55.42702865600586
178,LICEO TECNICO PROFESIONAL COLCHANE,2,Rural,3,Básica rural,21,Básica rural grupo 1,44.029598236083984,45.13874435424805,74.86363220214844,56.25,100.0,96.58297729492188,59.48237228393555
179,ESCUELA BASICA MAUQUE,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,42.85555648803711,31.666667938232422,92.59259033203125,97.84908294677734,60.08633041381836
185,ESCUELA BASICA PISIGA-CHOQUE,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,0.0,0.0,92.59259033203125,96.36112976074219,55.604312896728516
186,ESCUELA BASICA ENQUELGA,2,Rural,3,Básica rural,22,Básica rural grupo 2,51.727638244628906,47.90637969970703,29.988889694213867,18.0,92.59259033203125,97.84908294677734,58.63099670410156
187,ESCUELA VERTIENTE DEL SABER,1,Urbana,1,Básica urbana,12,Básica urbana grupo 2,51.596500396728516,36.21159362792969,88.33000183105469,77.0,92.59259033203125,97.16802978515625,61.60857009887695
188,ESC. MATILLA DE NUEVA EXTREMADURA,2,Rural,3,Básica rural,21,Básica rural grupo 1,64.30065155029297,71.4140853881836,94.5,59.75,92.59259033203125,95.38159942626953,75.28048706054688
191,LIC. ALCDE.SERGIO GONZALEZ GUTIERREZ,2,Rural,3,Básica rural,21,Básica rural grupo 1,48.363651275634766,50.394287109375,0.0,0.0,92.47775268554688,93.95915985107422,54.52552032470703
192,ESCUELA BASICA MAMINA,2,Rural,3,Básica rural,21,Básica rural grupo 1,64.4793472290039,48.631370544433594,77.33333587646484,34.0,74.0740737915039,96.48436737060547,66.52218627929688
193,ESCUELA BASICA POZO ALMONTE,2,Rural,3,Básica rural,21,Básica rural grupo 1,52.56926727294922,46.843135833740234,68.33999633789062,28.916667938232422,92.59259033203125,95.6330795288086,61.00407028198242
195,ESCUELA BASICA LA TIRANA,2,Rural,3,Básica rural,22,Básica rural grupo 2,45.73720932006836,41.520938873291016,76.18888854980469,24.600000381469727,92.12228393554688,97.11609649658203,57.55794906616211
196,ESCUELA BASICA HUATACONDO,2,Rural,3,Básica rural,21,Básica rural grupo 1,38.30933380126953,49.16115188598633,0.0,0.0,100.0,97.15167999267578,51.31294631958008
198,ESCUELA BASICA LA HUAYCA,2,Rural,3,Básica rural,21,Básica rural grupo 1,59.565277099609375,48.631370544433594,87.30000305175781,81.5999984741211,91.76954650878906,96.89752197265625,68.12678527832031
199,LICEO DOMINGO LATRILLE LASTAUNOU,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,42.21867370605469,49.918243408203125,74.38999938964844,36.66666793823242,100.0,93.1851577758789,58.395484924316406
200,LICEO POLITECNICO DIEGO PORTALES P.,1,Urbana,2,Media urbana (con o sin básica),32,Media urbana (con o sin básica) grupo 2,44.78092956542969,34.744083404541016,93.75454711914062,50.20000076293945,92.59259033203125,95.443603515625,57.282005310058594
